matrix-mult,parallel-non-tiled,1,speed-up,0.105566
matrix-mult,parallel-paw-tiled,1,speed-up,0.141981
matrix-mult,parallel-non-tiled,2,speed-up,0.057166
matrix-mult,parallel-paw-tiled,2,speed-up,0.143868
matrix-mult,parallel-non-tiled,3,speed-up,0.041457
matrix-mult,parallel-paw-tiled,3,speed-up,0.139980
matrix-mult,parallel-non-tiled,4,speed-up,0.031890
matrix-mult,parallel-paw-tiled,4,speed-up,0.140525
matrix-mult,parallel-non-tiled,5,speed-up,0.027044
matrix-mult,parallel-paw-tiled,5,speed-up,0.141260
matrix-mult,parallel-non-tiled,6,speed-up,0.023781
matrix-mult,parallel-paw-tiled,6,speed-up,0.141177
matrix-mult,parallel-non-tiled,7,speed-up,0.022683
matrix-mult,parallel-paw-tiled,7,speed-up,0.141022
matrix-mult,parallel-non-tiled,8,speed-up,0.020042
matrix-mult,parallel-paw-tiled,8,speed-up,0.140222
matrix-mult,parallel-non-tiled,9,speed-up,0.018949
matrix-mult,parallel-paw-tiled,9,speed-up,0.140302
matrix-mult,parallel-non-tiled,10,speed-up,0.016701
matrix-mult,parallel-paw-tiled,10,speed-up,0.140845
matrix-mult,parallel-non-tiled,11,speed-up,0.015593
matrix-mult,parallel-paw-tiled,11,speed-up,0.140910
matrix-mult,parallel-non-tiled,12,speed-up,0.016248
matrix-mult,parallel-paw-tiled,12,speed-up,0.144761
matrix-mult,parallel-non-tiled,13,speed-up,0.014954
matrix-mult,parallel-paw-tiled,13,speed-up,0.144173
matrix-mult,parallel-non-tiled,14,speed-up,0.014244
matrix-mult,parallel-paw-tiled,14,speed-up,0.141617
matrix-mult,parallel-non-tiled,15,speed-up,0.014044
matrix-mult,parallel-paw-tiled,15,speed-up,0.143015
matrix-mult,parallel-non-tiled,16,speed-up,0.019804
matrix-mult,parallel-paw-tiled,16,speed-up,0.142511
matrix-mult,parallel-non-tiled,17,speed-up,0.013243
matrix-mult,parallel-paw-tiled,17,speed-up,0.144329
matrix-mult,parallel-non-tiled,18,speed-up,0.015168
matrix-mult,parallel-paw-tiled,18,speed-up,0.140724
matrix-mult,parallel-non-tiled,19,speed-up,0.019974
matrix-mult,parallel-paw-tiled,19,speed-up,0.143470
matrix-mult,parallel-non-tiled,20,speed-up,0.013443
matrix-mult,parallel-paw-tiled,20,speed-up,0.144261
matrix-mult,parallel-non-tiled,21,speed-up,0.021648
matrix-mult,parallel-paw-tiled,21,speed-up,0.145010
matrix-mult,parallel-non-tiled,22,speed-up,0.017161
matrix-mult,parallel-paw-tiled,22,speed-up,0.142557
matrix-mult,parallel-non-tiled,23,speed-up,0.017568
matrix-mult,parallel-paw-tiled,23,speed-up,0.141090
matrix-mult,parallel-non-tiled,24,speed-up,0.021828
matrix-mult,parallel-paw-tiled,24,speed-up,0.141587
matrix-mult,parallel-non-tiled,25,speed-up,0.021085
matrix-mult,parallel-paw-tiled,25,speed-up,0.140804
matrix-mult,parallel-non-tiled,26,speed-up,0.018653
matrix-mult,parallel-paw-tiled,26,speed-up,0.141979
matrix-mult,parallel-non-tiled,27,speed-up,0.020549
matrix-mult,parallel-paw-tiled,27,speed-up,0.141662
matrix-mult,parallel-non-tiled,28,speed-up,0.028021
matrix-mult,parallel-paw-tiled,28,speed-up,0.142044
matrix-mult,parallel-non-tiled,29,speed-up,0.027421
matrix-mult,parallel-paw-tiled,29,speed-up,0.140917
matrix-mult,parallel-non-tiled,30,speed-up,0.025656
matrix-mult,parallel-paw-tiled,30,speed-up,0.140987
matrix-mult,parallel-non-tiled,31,speed-up,0.023904
matrix-mult,parallel-paw-tiled,31,speed-up,0.141153
matrix-mult,parallel-non-tiled,32,speed-up,0.021222
matrix-mult,parallel-paw-tiled,32,speed-up,0.144178
matrix-mult,parallel-non-tiled,4,speed-up,0.032324
